Company	Sector	Stage	Amount	Location	About	Funding Year
Samaaro	SaaS startup	Seed	125000.0	Bengaluru	Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience	2021
Imagimake	Innovation management	Series A	500000.0	Mumbai	An innovative play system to help children create their imagination	2021
MSMEx	EdTech	Other Stages	1000000.0	Andheri	MSMEx connects micro and small Business Owners with curated Business Experts over live video.	2021
RenewBuy	Insuretech	Mid Stage	45000000.0	Gurugram	Simplest way to renew car insurance. Get quote and insure car in couple of minutes	2021
saarthi.ai	AI startup	Early Stage	3500000.0	Bengaluru	Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.	2021
Kutumb	Community platform	Mid Stage	26000000.0	Bengaluru	Kutumb is a social community enabler.	2021
Superplum	AgriTech	Other Stages	3800000.0	Noida	Building India's most sophisticated platform for high quality fresh food	2021
Upside AI	FinTech	Early Stage	1200000.0	Mumbai	Upside AI on the thesis that technology will make better investing decisions than humans over the long term.	2021
PazCare	Insuretech	Seed	3500000.0	Bengaluru	Paz Care is India's leading Employee Benefits & Health insurance platform	2021
Answer Genomics	HealthCare	Seed	3500000.0	Bengaluru	A healthcare company that uses genome-based data to help individuals make decisions.	2021
Skillmatics	EdTech	Mid Stage	6000000.0	Mumbai	Skillmatics develops learning games for pre-school and primary school kids aged under 10	2021
Bimaplan	Insuretech	Other Stages	2500000.0	Bengaluru	Affordable insurance for the next billion Indians	2021
Bueno Finance	FinTech	Early Stage	3000000.0	Gurugram	"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers."	2021
CityMall	E-commerce	Mid Stage	22000000.0	Gurugram	CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.	2021
BYJU’S	EdTech	FinTech	50000000.0	Bengaluru	BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.	2021
India Quotient	Venture capitalist	Series C	64000000.0	Mumbai	India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're	2021
The Switch Fix	HealthCare	Early Stage	3500000.0	Gurugram	The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.	2021
Anvidha Technologies	Tech Startup	Early Stage	1500000.0	Haryana	Anvidha Technologies Private Limited is a HARYANA based private ltd.	2021
DigiSparsh	FinTech	Early Stage	3500000.0	Mumbai	DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.	2021
CoffeeMug.ai	Networking	Early Stage	620000.0	Delhi	A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.	2021
Pathfndr.io	SaaS startup	Other Stages	3500000.0	Bengaluru	Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations	2021
BigLeap	Recruitment	nan	600000.0	Hyderabad	BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.	2021
Kazam	EV startup	Early Stage	900000.0	Bengaluru	Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops	2021
MYRE Capital	Commercial Real Estate	Seed	6000000.0	Mumbai	Democratising Real Estate Ownership	2021
BimaPe	FinTech	Early Stage	500000.0	Mumbai	BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo'	2021
MicroDegree	EdTech	Seed	3500000.0	Mangalore	MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.	2021
Saarthi Pedagogy	EdTech	Seed	1000000.0	Ahmadabad	India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies	2021
Synapsica	HealthCare	Mid Stage	4000000.0	Delhi	Artificial Intelligence tools to make quality diagnostic assessment available for all.	2021
Kwik Foods	Food & Beverages	Early Stage	3500000.0	Gurugram	Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry	2021
Plutomen	AR startup	Seed	300000.0	Ahmadabad	Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.	2021
GoMechanic	Automotive	Mid Stage	42000000.0	Gurugram	GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.	2021
Grinntech	Automotive	Seed	2000000.0	Chennai	Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.	2021
Nobel Hygiene	HealthCare	Series C	60000000.0	Mumbai	Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.	2021
Green Cure	HealthCare	Other Stages	3500000.0	Delhi	World's first company to combine German Engineering with Indian Ayurveda in health products	2021
Classplus	EdTech	Mid Stage	65000000.0	Noida	Classplus was born out of an urge to redefine classroom engagement in this country.	2021
WINDO	E-commerce	Early Stage	500000.0	Hyderabad	Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.	2021
ApnaKlub	E-commerce	Other Stages	3500000.0	Bengaluru	Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.	2021
LegalPay	FinTech	Food & Beverages	3500000.0	Delhi	A tech focused B2B litigation finance company in India.	2021
Lavado	Consumer service	Seed	3500000.0	Mumbai	A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.	2021
Navars	EdTech	Seed	3500000.0	Hyderabad	Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.	2021
GoBolt	Logistics	Mid Stage	20000000.0	Gurugram	GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.	2021
Loco	Gaming	Early Stage	9000000.0	Bengaluru	Loco is India's leading live game streaming app.	2021
Auric	HealthCare	Other Stages	2000000.0	Delhi	Contemporary Beauty & Wellness Brand Based on Ayurveda	2021
Edmingle	EdTech	Seed	300000.0	Bengaluru	Edmingle is a platform for all educators who want to launch their courses and sell them online.	2021
Slice	FinTech	Series A	20000000.0	Bengaluru	Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.	2021
Humit	Music	Early Stage	3500000.0	Bengaluru	Humit is a social networking app for music sharing and discovery.	2021
Airblack	IT startup	Mid Stage	5200000.0	Gurugram	Airblack is on a mission to help people convert their passion to a livelihood.	2021
NIRAMAI	HealthCare	Seed	3500000.0	Bengaluru	NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.	2021
Intervue	SaaS startup	Early Stage	3500000.0	Delhi	World's fastest collaborative environment to take tech interviews.	2021
Nestroots	Fashion	Early Stage	100000.0	Gurugram	Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.	2021
Detect Technologies	Automation	Seed	12000000.0	Chennai	Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.	2021
CredR	Automotive	Series A	6500000.0	Bengaluru	CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.	2021
Fourth Partner Energy	Solar	Seed	125000000.0	Hyderabad	Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.	2021
TABLT	HealthCare	Mid Stage	3000000.0	Kolkata	TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.	2021
Hesa	IT startup	Early Stage	2000000.0	Hyderabad	HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.	2021
Powerhouse91	Consumer goods	Early Stage	3500000.0	Gurugram	A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.	2021
Nalanda Learning	EdTech	E-commerce	5000000.0	Kolkata	India's 1st Online Preschool with Blended Learning Model	2021
Chargeup	Renewable Energy	Other Stages	3500000.0	Delhi	"""Battery as a Service"" for 3 wheeler & 2 wheelers"	2021
Knackit	IT startup	Seed	100000.0	Bengaluru	Knackit is a talent sharing platform where users can showcase and monetize their artistry.	2021
Treebo Hotels	Hospitality	Late Stage	16000000.0	Bengaluru	Treebo Hotels is India's most loved hotel chain in the premium-budget segment.	2021
Raptee Energy	Automotive	Seed	700000.0	Chennai	Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!	2021
Meddo	HealthCare	Seed	6000000.0	Gurugram	Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.	2021
Supertails	Pet care	Seed	2600000.0	Bengaluru	Supertails is building a digital pet care platform which offers expert led healthcare services and products.	2021
SkilloVilla	EdTech	Early Stage	300000.0	Bengaluru	Mission to support young graduates in enhancing their learnings and transform them into big earnings.	2021
Cancer Clinics	HealthCare	Other Stages	1500000.0	Telugana	Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.	2021
Velocity	FinTech	Early Stage	1300000.0	Bengaluru	Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.	2021
Happy Jars	Food & Beverages	Early Stage	400000.0	Delhi	Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.	2021
Inshorts	Media	Series C	40000000.0	Noida	Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.	2021
ExtraaEdge	MarTech	Other Stages	1000000.0	Pune	Data Science powered - Admission & Marketing CRM Automation for Education Enrolments	2021
Zotalabs	Tech Startup	Early Stage	1250000.0	Pune	Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.	2021
Voiro	Advertisement	Other Stages	1800000.0	Bengaluru	Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.	2021
Dream Sports	Gaming	Series D	400000000.0	Mumbai	Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.	2021
Safex Chemicals	AgriTech	Seed	50000000.0	Delhi	Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.	2021
Instoried	Content creation	Seed	3500000.0	Bengaluru	Instoried is an augmented writing platform which improves customer interest and engagement.	2021
Rupifi	FinTech	Other Stages	4100000.0	Bengaluru	Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.	2021
Moneyboxx	FinTech	Other Stages	3000000.0	Mumbai	Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.	2021
CityMall	E-commerce	Mid Stage	11000000.0	Gurugram	CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.	2021
Janani	Heathcare	Early Stage	1000000.0	Bengaluru	Janani.ai is a fertility care provider.	2021
ReshaMandi	AgriTech	Early Stage	1700000.0	Bengaluru	India's 1st award winning technology led digital ecosystem for Silk	2021
Bombay Shaving Company	Lifestyle	Seed	2000000.0	Delhi	Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.	2021
DotPe	FinTech	Mid Stage	27000000.0	Gurugram	DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.	2021
Homingos	Augmented reality	Seed	3500000.0	Bengaluru	Homingos is an Augmented reality (AR)-based social networking platform.	2021
Anar Business Community	Tech Startup	Seed	3500000.0	Mumbai	Anar is a communications and networking platform for businesses around the world.	2021
Five Star Finance	FinTech	Series C	234000000.0	Chennai	Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).	2021
Settlrs	Rental space	Other Stages	3500000.0	Bengaluru	A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.	2021
BYJU'S	EdTech	Series D	460000000.0	Bengaluru	BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.	2021
Annapurna Finance	FinTech	Series C	30000000.0	Bhubaneswar	Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.	2021
HealthPlix	HealthCare	Mid Stage	13500000.0	Bengaluru	HealthPlix is a healthtech startup	2021
Masai School	EdTech	Mid Stage	5000000.0	Bengaluru	Masai School is a job-oriented software training services.	2021
Bewakoof	D2C Fashion	Series C	4000000.0	Mumbai	Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.	2021
IndiaLends	FinTech	nan	5100000.0	Delhi	IndiaLends is a digital lending and borrowing marketplace.	2021
Stelis Biopharma	BioTechnology	Mid Stage	195000000.0	Bengaluru	Stelis Biopharma is a vertically integrated biopharmaceutical company.	2021
Tilt	Bike Rental	FinTech	125000.0	Bengaluru	A bike-share for Indian campuses	2021
NeoDove	AI startup	Early Stage	15000000.0	Jaipur	Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.	2021
Zaara Biotech	BioTechnology	Seed	10000000.0	Kottayam	India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology	2021
KreditBee	FinTech	Series A	75000000.0	Bengaluru	KreditBee is a digital lending platform developed to assist young professionals with their personal finances.	2021
True Balance	FinTech	Seed	10000000.0	Gurugram	True Balance is a digital wallet that enables users to access utility bill payment and other financial products.	2021
Muvin	FinTech	Early Stage	1000000.0	Bengaluru	Youth Neobank enabling financial solutions for the teenagers and young people	2021
Purplle	Beauty products	Series D	45000000.0	Mumbai	Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.	2021
FloBiz	Tech Startup	Mid Stage	10000000.0	Bengaluru	India’s first neobusiness platform	2021
Jeevam Health	Health care	Early Stage	1500000.0	Delhi	Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.	2021
NewLink Group	Tech Startup	Seed	200000000.0	Beijing	Developer of an energy management and transportation digital platform designed to streamline the energy supply chain	2021
OZiva	Heathcare	Mid Stage	12000000.0	Mumbai	OZiva is a plant-based Clean Nutrition Brand.	2021
Blive	Tourism	Other Stages	1000000.0	Panaji	B: Live is an electric vehicle tourism startup.	2021
Nazara Technologies	Gaming	Series D	30000000.0	Mumbai	Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.	2021
Euler Motors	Automotive	Mid Stage	2600000.0	Delhi	Electric Light Commercial Vehicle	2021
Pixxel	SpaceTech	Early Stage	7300000.0	Bengaluru	Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.	2021
Prescinto	Solar	Early Stage	3500000.0	Gujarat	Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.	2021
MyGlamm	Beauty products	Series D	20000000.0	Mumbai	MyGlamm is a direct-to-consumer brand of award winning European beauty products.	2021
Chirrup	Gaming	Early Stage	300000.0	Bengaluru	Video integrated social-gaming platform	2021
Policybazaar	Insurance	Series D	75000000.0	Gurugram	PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.	2021
Livve Homes	Rental space	Seed	5000000.0	Bengaluru	India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between	2021
Juicy Chemistry	HealthCare	Mid Stage	6300000.0	Coimbatore	Juicy Chemistry operates as an eponymous consumer brand.	2021
Svasti Microfinance	FinTech	Series C	4000000.0	Mumbai	Svasti works with urban slum dwellers women microentrepreneurs.	2021
Nexprt	Consulting	Seed	2000000.0	Delhi	Nexprt Solutions offers end-to-end and 100% customized import solutions.	2021
Wysa	AI startup	Food & Beverages	3500000.0	Bengaluru	Wysa is an AI conversational agent that has been shown to help improve mental health	2021
Ankur capital	FinTech	Seed	40000000.0	Mumbai	Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.	2021
Indifi	FinTech	Seed	5000000.0	Gurugram	Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.	2021
Firmway	FinTech	Early Stage	3500000.0	Mumbai	Firmway is a platform that digitizes balance confirmation and reconciliation process.	2021
Say Cheese	FemTech	Early Stage	1000000.0	Mumbai	Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions	2021
Indic Inspirations	Cultural	Seed	300000.0	Pune	Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.	2021
Bimaplan	FinTech	Early Stage	500000.0	Mumbai	Affordable insurance for the next billion Indians	2021
YAP	FinTech	Mid Stage	10000000.0	Chennai	YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP	2021
Leap Finance	FinTech	Mid Stage	17000000.0	Bengaluru	Leap Finance is a fintech startup for Indian students pursuing international higher education	2021
BlackSoil NBFC	FinTech	Series C	3000000.0	Mumbai	BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.	2021
OYO	Hospitality	Series F	200000000.0	Gurugram	OYO operates a branded network of hotels designed to offer standardized stay experiences.	2021
Max Healthcare	HealthCare	Information Technology & Services	140000000.0	Delhi	Max Healthcare is one of the leading chain of hospitals in India.	2021
4baseCare	HealthTech	Other Stages	2000000.0	Bengaluru	4baseCare develops a unified and patient-centric ecosystem to fight cancer.	2021
Ezstays	EdTech	Early Stage	400000.0	Delhi	Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.	2021
Stylework	Co-working	Other Stages	500000.0	Gurugram	Stylework is an unconventional co-working space aggregator that is going to change the way people work.	2021
Kinara Capital	FinTech	Series C	6000000.0	Bengaluru	Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.	2021
Riskcovry	InsureTech	Mid Stage	5000000.0	Bengaluru	"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs."	2021
NODWIN	Gaming	Series D	20000000.0	Gurugram	NODWIN Gaming is a gaming solutions company and creator of e-sports events.	2021
Quizizz	EdTech	Mid Stage	12500000.0	Bengaluru	Quizizz is a Education based startup	2021
Ecom Express	E-commerce	nan	20000000.0	Delhi	Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.	2021
Turtlemint	InsureTech	Late Stage	45000000.0	Mumbai	Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.	2021
Captain Fresh	Supply chain platform	Early Stage	3000000.0	Bengaluru	Captain Fresh is a freshwater fish and seafood supply chain platform.	2021
Northern Arc	FinTech	Seed	10000000.0	Chennai	Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.	2021
Qoohoo	Social platform	Early Stage	800000.0	Bengaluru	A platform for creators to build immersive connections with their fans and followers and monetize them.	2021
IGL	Gaming	Seed	500000.0	Mumbai	Indian Gaming League is the premier eSports platform in India.	2021
AMPM	E-commerce	Seed	200000.0	Gurugram	24*7 convenience store	2021
The ePlane	Drone	Early Stage	1000000.0	Chennai	Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications	2021
Cashify	E-commerce	Seed	15000000.0	Gurugram	Cashify.in is an e-commerce platform for reselling used electronic gadgets.	2021
Bijnis	B2B service	Seed	3500000.0	Delhi	Digitizing the Factories of the Unorganised Industries.	2021
Questt	EdTech	Early Stage	1000000.0	Gurugram	Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.	2021
DealShare	E-commerce	Series A	3000000.0	Jaipur	DealShare is a Social Commerce Startup	2021
Euler Motors	Automotive	Mid Stage	4000000.0	Delhi	Electric Light Commercial Vehicle	2021
Blume Ventures	FinTech	Series C	40000000.0	Mumbai	Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.	2021
KoineArth	Blockchain startup	Other Stages	1800000.0	Bengaluru	Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design	2021
ImaginXP	EdTech	Seed	1500000.0	Pune	ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.	2021
Virohan	EdTech	Seed	3500000.0	Gurugram	Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.	2021
Apna.co	Recruitment	Seed	12500000.0	Bengaluru	Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.	2021
ideaForge	Drone	Seed	2000000.0	Mumbai	ideaForge is an Indian company engaged in the development of unmanned aerial systems.	2021
Clairco	CleanTech	Seed	500000.0	Bengaluru	Clairco provides enhanced air purification and real-time insights for breathable air indoors.	2021
Northern Arc	FinTech	Seed	50000000.0	Chennai	Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.	2021
Lenskart	Fashion	Series E	95000000.0	Faridabad, Haryana	Lenskart is an India-based online shopping portal for eyewear.	2021
ParkSmart	Automotive	Early Stage	3500000.0	Delhi	ParkSmart is a parking management application.	2021
Virohan	EdTech	Seed	3000000.0	Gurugram	Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.	2021
BankSathi	FinTech	Pre-Seed	200000.0	Delhi	Bank Sathi provides loans, insurance, cards comparison, and approval facility.	2021
Spark Studio	EdTech	Early Stage	3500000.0	Bengaluru	Online courses to build creativity and confidence in children through extra-curricular learning	2021
BlissClub	Fashion	Early Stage	2000000.0	Bengaluru	BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret	2021
BricSpaces	Real estate	Early Stage	350000.0	Bengaluru	A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.	2021
ANSR	Consulting	Mid Stage	15000000.0	Bengaluru	ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.	2021
Keito	AI company	Early Stage	3500000.0	Pune	NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises	2021
Reccy Adventures	Sports startup	Early Stage	400000.0	Gurugram	Reccy Adventures is an adventure sports startup.	2021
Magenta EV	Renewable Energy	Mid Stage	15000000.0	Mumbai	Magenta is in the business of Enabling electric mobility & Making electricity clean	2021
Karbon Card	FinTech	Other Stages	1000000.0	Bengaluru	Karbon Card is a financial platform for Indian entrepreneurs.	2021
Wysa	AI company	Mid Stage	5000000.0	Bengaluru	Wysa is an AI conversational agent that has been shown to help improve mental health	2021
Agnikul	SpaceTech	Mid Stage	11000000.0	Chennai	Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.	2021
LegalPay	FinTech	Early Stage	3500000.0	Delhi	A trusted financial partner for advocates and corporate.	2021
Glamplus	SaaS startup	Other Stages	200000.0	Bengaluru	India's #1 SaaS based Salon experience Software	2021
Tekie	EdTech	Early Stage	1500000.0	Gurugram	Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.	2021
Asirvad Microfinance	FinTech	Seed	15000000.0	Chennai	Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.	2021
Avalon Labs	FinTech	Other Stages	3500000.0	Bengaluru	Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.	2021
Betterhalf.ai	Matrimony	Other Stages	3000000.0	Bengaluru	India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages	2021
Koo	Social Media	Mid Stage	30000000.0	Bengaluru	Koo App operates as a microblogging app.	2021
Rezo.ai	AI startup	Early Stage	3500000.0	Noida	Conversational AI platform - Innovate the way you communicate	2021
Mentoria	EdTech	Other Stages	200000.0	Mumbai	Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.	2021
Cuvette Tech	Human Resources	Early Stage	1800000.0	Bengaluru	Help startups to find interns who are verified on their software development skills and problem-solving abilities.	2021
Clensta	BioTechnology	Seed	600000.0	Delhi	A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.	2021
FarMart	AgriTech	Other Stages	24000000.0	Gurugram	FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices	2021
Kodo Card	FinTech	Early Stage	8000000.0	Mumbai	Kodo card is a corporate card for new economy businesses in India.	2021
Polygon	Crypto	Seed	3500000.0	Mumbai	Polygon is a blockchain scalability platform.	2021
Get My Parking	Mobility	Seed	6000000.0	Delhi	Get My Parking, is a B2B Platform-as-a-Service company.	2021
Cellestial	Electronics	Other Stages	500000.0	Hyderabad	Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.	2021
FanCode	Sports startup	Series A	50000000.0	Mumbai	FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.	2021
Jai Kisan	FinTech	Mid Stage	30000000.0	Mumbai	Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets	2021
Plum	HealthCare	Mid Stage	15000000.0	Bengaluru	High quality health insurance and health benefits	2021
ThatMate	HealthCare	Seed	140000.0	Satara	ThatMate is a sexual and mental wellness app for teens.	2021
Klassroom	EdTech	Other Stages	200000.0	Mumbai	Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.	2021
Convin	SaaS startup	Early Stage	300000.0	Bengaluru	Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.	2021
Mensa Brands	Clothing	Mid Stage	50000000.0	Bengaluru	Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.	2021
Disruptium	Consulting	Seed	200000.0	Ahmadabad	A consultancy platform for startups	2021
MedTel Healthcare	HealthCare	Other Stages	5000000.0	Orissia	An aggregator for Digital Health Clinics in low resource settings.	2021
Pickright Technologies	FinTech	Seed	200000.0	Bengaluru	Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.	2021
Ingenium	EdTech	Early Stage	3500000.0	Delhi	Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.	2021
BharatPe	FinTech	Seed	6000000.0	Delhi	BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants	2021
RuleZero	Tech Startup	Early Stage	1000000.0	Bengaluru	Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.	2021
Rubix Data Sciences	IT startup	Early Stage	800000.0	Mumbai	Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.	2021
Locobuzz	Analytics	Mid Stage	4000000.0	Mumbai	LocoBuzz is an analytics-based integrated marketing platform.	2021
We Founder Circle	FinTech	Early Stage	2000000.0	Mumbai	A global platform of founders for founders offering investment, network and business opportunities.	2021
Haqdarshak	Finance	Other Stages	800000.0	Jaipur	Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.	2021
Celcius	Logistics	Seed	3500000.0	Mumbai	The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.	2021
Enthu.ai	AI startup	Pre-Seed	200000.0	Chandigarh	Enthu.AI operates as a conversation intelligence startup.	2021
Myelin Foundry	AI startup	Other Stages	1000000.0	Bengaluru	Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices	2021
SuperOps.ai	AI startup	Early Stage	3000000.0	Chennai	SuperOps.ai is an early stage startup in the MSP space.	2021
6Degree	Retail	Seed	1000000.0	Mumbai	6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.	2021
Teachmint	EdTech	Mid Stage	16500000.0	Bengaluru	Teachmint is an online learning platform that focuses on tutor-student connectivity.	2021
Sarathi	HealthCare	Early Stage	100000.0	Jodhpur	Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.	2021
Jidoka Technologies	Software	Early Stage	340000.0	Chennai	Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency	2021
Rapido	Transportation	Mid Stage	43000000.0	Bengaluru	Rapido is a bike taxi service that encourages people to offer bike rides to other people.	2021
BYJU'S	EdTech	Series D	150000000.0	Bengaluru	BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.	2021
ElasticRun	E-commerce	Late Stage	75000000.0	Pune	ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.	2021
Avail Finance	FinTech	Other Stages	3000000.0	Bengaluru	Avail is a mobile-first platform aiming to financially include the urban mass of India.	2021
